ontology ID,label,parent class,definition,definition cross reference,Comment,comment cross reference,editors note,exact synonym,broad synonym,narrow synonym,related synonym,in subset,cross reference,subclass axiom,creation date,created by
ENVO:03501309,booth,human construction,A human construction which is an enclosure or compartment designed for service provision.,,"""an enclosure or compartment that allows privacy or seclusion, for example when voting, broadcasting or recording sound, or making a phone call."" OED I like this one more - except it doesn't fit ""ticket booth"", ""gas station booth"" etc.",,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501203,polling booth,booth,A booth which enables a voter to vote confidentially.,https://en.wikipedia.org/wiki/Voting_booth,,,,voting booth,,,,,,'part of' some 'polling station',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501204,prison facility,human construction,"A human construction which is a facility where convicts are forcibly confined, and punished and/or rehabilitated.",https://www.thefreedictionary.com/prison,,,,remand center|remand centre|gaol|jail|detention center|detention centre|penitentiary|correctional facility|correctional center correctional centre|lock-up,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501205,private prison,prison facility,A prison facility which is run by a government-contracted third party.,https://en.wikipedia.org/wiki/Private_prison,,,,for-profit prison|for-profit jail|for-profit detention center|for-profit detention centre|for-profit remand center|for-profit remand centre|for-profit penitentiary|for-profit correctional facility|for-profit correctional center|for-profit correctional centre|for-profit lock-up|private jail|private detention center|private detention center|private remand center|private remand centre|private penitentiary|private correctional facility|private correctional center|private correctional centre|private lock-up,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501206,shopping center,commercial building,A commercial building in which the majority of commerical activity occurs in shops occupying parts of the building.,https://en.wikipedia.org/wiki/Shopping_center,,,,shopping centre,,,,,,'has part' some shop,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501207,shopping mall,shopping center,A shopping center in which a large indoor pedestrian promenade provides access to stores and other facilities.,https://en.wikipedia.org/wiki/Shopping_mall,,,,mall,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501208,air vent,manufactured product,A manufactured product consisting of a duct opening which allows air to circulate.,https://en.wiktionary.org/wiki/air_vent,,,,,vent,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501209,bedrail,pole,"A poll which is attached to the head, foot, or side of a bed frame.",https://en.wiktionary.org/wiki/bedrail,,,,bed rail|side rail|bed side rail|half rail|safety rail|bed handle|assist bar|grab bar|hospital bed rail|adult portable bed rail,,,,,,'part of' some 'bed frame',2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501210,control panel,manufactured product,A manufactured product consisting of a panel on which control or monitoring instruments are set.,https://en.wikipedia.org/wiki/Control_panel_(engineering),,,,control unit|instrument panel|instrument board|console|control board|panel|indicator panel|display panel|display board,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501211,door handle,manufactured product,A manufactured product consisting of a handle used to open or close a door.,https://en.wikipedia.org/wiki/Door_handle,,,,door knob,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501212,handrail,pole,A pole which provides stability or support when grasped by the hand.,https://en.wikipedia.org/wiki/Handrail,,,,hand rail,"rail, railing",,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501213,light switch,switch,A switch which turns a light on or off.,https://en.wiktionary.org/wiki/light_switch,,,,lightswitch,"switch, dimmer switch",,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501214,locker,manufactured product,A manufactured product which is a storage compartment with a lock.,https://en.wiktionary.org/wiki/locker,,,,locking cabinet|locking cupboard|lockable cabinet|lockable cupboard,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501310,switch,device,"A device which can connect, disconnect, or divert current in an electrical circuit.",https://en.wikipedia.org/wiki/Switch,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501215,nurse call button ,switch,A switch which allows patients in health care settings to alert a nurse or other health care staff member.,https://en.wikipedia.org/wiki/Nurse_call_button,,,,nurse call cord,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501256,sheet of paper,paper product,A paper product which is a thin sheet material made of processed cellulose fibres.,https://en.wikipedia.org/wiki/Paper,,,,paper sheet|paper,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501354,steel,manufactured product,A manufactured product which is an alloy of iron and which typically contains a few tenths of a percent of carbon.,https://en.wikipedia.org/wiki/Steel,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501216,stainless steel,steel,Steel which is composed primarily of a corrosion resistant alloy of iron and chromium.,https://en.wiktionary.org/wiki/stainless_steel,,,,inox steel|stainless,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501217,tissue paper,paper product,A paper product which is thin translucent paper.,https://en.wiktionary.org/wiki/tissue_paper,Tissue paper is often used for wrapping or for protecting delicate articles.,,,tissue,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501218,toilet bowl,plumbing fixture,"A plumbing fixture which is bowl-shaped, part of a toilet fixture, and capable of contain human waste until it is disposed of.",https://en.wikipedia.org/wiki/Toilet,,,,lavatory bowl,,,,,,'part of' some 'toilet fixture'|'has quality' some PATO:0040009,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501219,window,manufactured product,"A manufactured product which is composed of one or more glass or other transparent or semi-transparent materials set inside a frame, and installed in wall, door, roof or vehicle surfaces to allow the passage of light, and sometimes air.",https://en.wikipedia.org/wiki/Window,,,,casement|casement window|sash|sash window|pane|windowpane,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501220,door,manufactured product,"A manufactured product which is composed of a hinged, sliding, or revolving barrier which is installed at the entrance to a building, room, vehicle, or in the framework of a cabinet.",https://www.lexico.com/en/definition/door,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501221,bistro,restaurant,A restaurant which is of French cultural origin and which has a short menu and limited seating space.,https://en.wikipedia.org/wiki/Bistro,,,,bistrot,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501222,brasserie,restaurant,A type of restaurant which is of French cultural origin and which provides more service or food variety than a bistro.,https://en.wikipedia.org/wiki/Brasserie,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
,,,,,,,,,,,,,,,,
ENVO:03501224,carvery,restaurant,A restaurant which provides customers with cooked meat freshly sliced to order.,https://en.wikipedia.org/wiki/Carvery,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501225,coffeehouse,restaurant,A restaurant which primarily serves coffee.,https://en.wikipedia.org/wiki/Coffeehouse,,,,coffee shop|café,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501226,greasy spoon,restaurant,"A restaurant which is small, inexpensive, and typically specializing in fried foods and/or home-cooked meals.",https://en.wikipedia.org/wiki/Greasy_spoon,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501227,steakhouse,restaurant,A restaurant which specializes in serving steaks and pork chops.,https://en.wikipedia.org/wiki/Steakhouse,,,,steak house|chophouse,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501228,trattoria,restaurant,"A restaurant which is of Italian cultural origin and which is generally less formal than an Italian ristorante, but more formal than an osteria.",https://en.wikipedia.org/wiki/Trattoria,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501230,field hospital,healthcare facility,A healthcare facility which is a temporary hospital or mobile medical unit that takes care of casualties on-site before they can be safely transported to more permanent facilities.,https://en.wikipedia.org/wiki/Field_hospital,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501231,hospice,healthcare facility,A healthcare facility which provides palliative care for the terminally ill.,https://en.wikipedia.org/wiki/Hospice,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501232,movie theater,commercial building,A commercial building which contains auditoria for viewing films.,https://en.wikipedia.org/wiki/Movie_theater,,,,cinema|cinema hall|picture house,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501233,warehouse,industrial building,An industrial building which is used to store goods.,https://en.wikipedia.org/wiki/Warehouse,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501234,town hall,office building,"An office building which is the chief administrative building of a city, town, or other municipality.",https://en.wikipedia.org/wiki/Town_hall,,,,city hall|civic centre|guildhall|Rathaus (German),,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501235,leisure centre,public building,A public building or site which provides facilities used by people to keep fit or relax.,https://en.wikipedia.org/wiki/Leisure_centre,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501236,business park,area of developed space,An area of developed space which is reserved for office buildings.,https://en.wikipedia.org/wiki/Business_park,,,,office park,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501237,game reserve,terrestrial environmental zone,A terrestrial environmental zone where wild animals live safely or are hunted in a controlled way for sport.,https://en.wikipedia.org/wiki/Game_reserve,,,,wildlife preserve|game park,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501238,hillock,hill,A hill which is small and usually separated from a larger group of hills such as a range.,https://en.wikipedia.org/wiki/Hillock,Hillocks are similar in their distribution and size to small mesas or buttes.,,,knoll,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501239,riverfront,shore,A shore along a river.,https://en.wikipedia.org/wiki/Riverfront,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501240,skerry,island,"An island which is small, principally composed of rock, and usually too small for human habitation.",https://en.wikipedia.org/wiki/Skerry,,,,islet,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501241,wind farm,power plant,A power plant which is a group of wind turbines in the same location used to produce electricity.,https://en.wikipedia.org/wiki/Wind_farm,,,,wind park|wind power station|wind power plant,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501242,desert island,island,An island that is not permanently populated by humans.,https://en.wikipedia.org/wiki/Desert_island,,,,uninhabited island,,islet|atoll,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501243,big-box store,shop,A store which is physically large and is part of a retail chain.,https://en.wikipedia.org/wiki/Big-box_store,,,,supercenter|superstore|megastore,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501244,Bailey bridge,bridge,"A bridge which is a truss bridge, pre-fabricated, and portable.",https://en.wikipedia.org/wiki/Bailey_bridge,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501245,drawbridge,bridge,A bridge which is hinged and can be raised.,https://en.wiktionary.org/wiki/drawbridge,,,,draw-bridge,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501246,footbridge,bridge,A bridge designed solely for pedestrians.,https://en.wikipedia.org/wiki/Footbridge,,,,pedestrian bridge|pedestrian overpass|pedestrian overcrossing,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501247,humpback bridge,bridge,"A bridge which arches in the center, and has a span which is higher than the ramps on either side, forming a hump-like arrangement.",https://en.wikipedia.org/wiki/Humpback_bridge,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501248,overpass,bridge,"A bridge which is used for transportaiton, and which crosses over another road or railway.",https://en.wikipedia.org/wiki/Overpass,,,,overbridge|flyover,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501249,suspension bridge,bridge,A bridge which has its deck hung on vertical suspenders via suspension cables.,https://en.wikipedia.org/wiki/Suspension_bridge,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501250,swing bridge,bridge,"A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.",https://en.wikipedia.org/wiki/Swing_bridge,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501251,vacuum cleaner,device,A device that causes suction in order to remove debris from surfaces.,https://en.wikipedia.org/wiki/Vacuum_cleaner,,,,hoover,vacuum,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501252,chicken manure,poultry manure,Poultry manure made of chicken feces.,https://en.wikipedia.org/wiki/Chicken_manure,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501253,gypsum,anthropogenic environmental material,A soft sulfate mineral composed of calcium sulfate dihydrate.,https://en.wikipedia.org/wiki/Gypsum,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501254,water tank,manufactured product,A container for storing water.,https://en.wikipedia.org/wiki/Water_tank,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501255,water trough,anthropogenic geographic feature,An anthropogenic geographic feature consisting of a receptacle intended to provide drinking water to animals.,https://en.wikipedia.org/wiki/Watering_trough,,,,artificial watering point,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501257,barn,building,An agricultural building used for crop storage or animal husbandry.,https://en.wikipedia.org/wiki/Barn,,,,barn,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501258,chicken house,animal house,An animal house where fowl are kept.,https://en.wikipedia.org/wiki/Chicken_coop,,,,chicken coop|hen house,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501259,litter,environmental material,Environmental material consisting of waste products that have been discarded at an unsuitable location.,https://en.wikipedia.org/wiki/Litter,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501260,sewing table,manufactured product,A manufactured product consisting of a table or desk used for sewing.,https://en.wikipedia.org/wiki/Sewing_table,,,,sewing desk,work table,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501261,wheel,manufactured product,A manufactured product consisting of a  disk-shaped material that rotates around an axle bearing placed through a hole in its center.,https://en.wikipedia.org/wiki/Wheel,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501262,tray,manufactured product,A manufactured product consisting of a  shallow platform designed for the carrying of items.,https://en.wikipedia.org/wiki/Tray,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501263,hand tool,device,A device which extends the ability of an individual to modify features of the surrounding environment.,https://en.wikipedia.org/wiki/Tool,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501264,squeegee,hand tool,"A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.",https://en.wikipedia.org/wiki/Squeegee,,,,squilgee,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501265,public toilet,indoor toilet,An indoor toilet that is available for public use.,https://en.wikipedia.org/wiki/Public_toilet,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501266,pump,device,"A device that moves fluids (liquids or gases), or sometimes slurries, by mechanical action.",https://en.wikipedia.org/wiki/Pump,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501267,peeler,hand tool,"A hand tool used to remove the outer layer of vegetables and fruit, consisting of a handle attached to a metal blade with a slot with a sharp edge.",https://en.wikipedia.org/wiki/Peeler,,,,vegetable scraper,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501268,pallet,manufactured product,A manufactured product which is a flat transport structure that supports goods in a stable fashion while being lifted and/or moved.,https://en.wikipedia.org/wiki/Pallet,,,,skid,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501269,packaging machine,device,A device used in packaging operations.,https://en.wikipedia.org/wiki/Packaging_machinery,,,,,,packing machine,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8395-2570
ENVO:03501270,chapter house,building,"A building or room that is part of a cathedral, monastery or collegiate church, in which larger meetings are held.",https://en.wikipedia.org/wiki/Chapter_house,,,,chapterhouse,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501271,Kaaba,building,"A building which is at the center of Islam's most important mosque, the Great Mosque of Mecca.",https://en.wikipedia.org/wiki/Kaaba,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501272,mosque,building,A building which is a place of worship for Muslims.,https://en.wikipedia.org/wiki/Mosque,,,,masjid,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501273,listed building,building,"A building that has been placed on one of the four statutory lists maintained by Historic England in England, Historic Environment Scotland in Scotland, Cadw in Wales, and the Northern Ireland Environment Agency in Northern Ireland.",https://en.wikipedia.org/wiki/Listed_building,,,,listed structure|protected structure,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501274,bunkhouse,residential building,A residential building containing bunks or beds which are often not separated by walls.,https://en.wikipedia.org/wiki/Bunkhouse,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501275,corn exchange,commercial building,A commercial building where merchants trade grains.,https://en.wikipedia.org/wiki/Corn_exchange,,,,grain exchange,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501276,oast house,commercial building,A commercial building designed for kilning (drying) hops.,https://en.wikipedia.org/wiki/Oast_house,,,,oast|hop kiln,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501277,orangery,building,"A building that formed a very large fruit tree green house, or conservatory, on the grounds of fashionable residences from the 17th to the 19th centuries.",https://en.wikipedia.org/wiki/Orangery,,,,orangerie,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501278,skyscraper,building,A building which historically has at least 10 floors.,https://en.wikipedia.org/wiki/Skyscraper,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501279,tenement,residential building,"A residential building shared by multiple dwellings, typically with flats or apartments on each floor and with shared entrance stairway access.",https://en.wikipedia.org/wiki/Tenement,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501280,mausoleum,public building,"A public building constructed as a external, free-standing monument enclosing the interment space or burial chamber of a deceased person or people.",https://en.wikipedia.org/wiki/Mausoleum,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501281,bowling alley,sports facility,A sports facility where bowling is played.,https://en.wikipedia.org/wiki/Bowling_alley,,,,bowling center|bowling lounge|bowling arena,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501282,hangar,transport feature,A transport feature consisting of a closed building structure to hold aircraft or spacecraft.,https://en.wikipedia.org/wiki/Hangar,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-3467-1406
ENVO:03501283,conveyor belt,device,A device consisting of a continuous flexible band moved by a series of rollers to transport objects or material from one place to another.,https://en.wiktionary.org/wiki/conveyor_belt#English,,,,belt conveyor,conveyor|belt conveyor system,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501284,dryer,device,A device designed to remove water or humidity.,https://en.wiktionary.org/wiki/dryer,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501285,clothes dryer,dryer,A dryer that is used to remove moisture from textiles.,https://en.wikipedia.org/wiki/Clothes_dryer,,,,tumble dryer,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501286,calf shed,cow shed,A cow shed for baby cows/bulls.,,,,,calf house|calf-rearing shed|calfshed,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501287,livestock house,animal house,An animal house used for housing livestock.,http://www.fao.org/3/i2433e/i2433e07.pdf,,,,livestock structure|livestock shelter,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501288,facility,human construction,A human construction specially designed for a specific purpose.,https://en.wiktionary.org/wiki/facility,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501289,wrench,hand tool,A hand tool for making rotational adjustments.,https://en.wiktionary.org/wiki/wrench,,,,spanner,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501290,supermarket,food shop,"A self-service shop offering a wide variety of food, beverages and household products, organized into sections.",https://en.wikipedia.org/wiki/Supermarket,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501291,broiler,device,A part of an oven or a small stove used to broil food.,https://en.wiktionary.org/wiki/broiler,,,,grill,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501292,tote bin,manufactured product,"A portable, box-type industrial storage product used for the storage and handling or parts and materials, that may collapse to conserve space when not in use.",https://www.globalspec.com/learnmore/material_handling_packaging_equipment/material_handling_equipment/totes_bins,,,,tote box,tote|storage bin|storage box,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501293,tote bag,manufactured product,A large bag with parallel handles that emerge from the sides of its pouch.,https://en.wikipedia.org/wiki/Tote_bag,,,,,tote|bag,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501294,preprocessing plant,factory,A factory where raw or preprocessed materials are transformed into finished parts or products.,ENVO,,,,preprocessing factory,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501295,processing plant,factory,A factory where raw materials are treated or prepared for final processing.,https://www.collinsdictionary.com/dictionary/english/processing-plant,,,,processing factory,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501296,cheese processing plant,processing plant,"A factory for processing, packaging, labelling, handling, and storing cheese.",,,,,cheese plant|cheese factory,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501297,meat processing plant,processing plant,"A factory for slaughtering, processing, packaging, labelling, handling, and storing of food animal carcasses, parts of carcasses, and meat products.",https://www.ontario.ca/document/meat-plant-guidelines/part-6-operation-meat-plants,,,,meat plant|meat factory,,slaughterhouse|slaughter plant|butchery|abattoir|meat packaging plant|packinghouse|freezing works,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501298,stable bandage,,A bandage wrap used on the lower legs of a horse. ,https://en.wikipedia.org/wiki/Stable_bandage,"A stable bandage runs from just below the knee or hock, to the bottom of the fetlock joint, and protects the cannon bone, tendons of the lower leg, and fetlock joint.",,,standing wrap,stable bandage|standing bandage,stable gauze|stall gauze,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501299,charcuterie shop,delicatessen,A delicatessen-style shop that prepares and sells preserved meat products.,ENVO,,,,,charcuterie,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501300,manure,environmental material,An environmental material consisting of organic matter from plants and/or animals that is used in agriculture as fertilizer.,https://en.wikipedia.org/wiki/Manure,Most manure consists of animal feces; other sources include compost and green manure.,,,manure,,animal manure|compost|green manure|farm slurry|liquid manure,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501301,baseboard,building part,A building part consisting of a board covering the joint between the lowest part of an interior wall surface and the floor.,https://en.wikipedia.org/wiki/Baseboard,Its purpose is to cover the joint between the wall surface and the floor.,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-9578-0788
ENVO:03501302,cork (FOODON:03500046),plant matter,"Plant matter consisting of an impermeable buoyant material, the phellem layer of bark tissue.",https://en.wikipedia.org/wiki/Cork_(material),,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8866
ENVO:03501303,natural-based polymers (FOODON:03500057),macromolecule,Macromolecules that are obtained naturally from plants or animals.,https://www.sciencedirect.com/topics/materials-science/natural-polymer,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8871
ENVO:03501324,latex (FOODON:03500054),anthropogenic environmental material,A stable dispersion (emulsion) of polymer microparticles in an aqueous medium.,https://en.wikipedia.org/wiki/Latex,"Latex is made by some plants, but synthetic latexes can be manufactured as well.",,,"Natural rubber, India rubber, Gum elastic, Non-vulcanized rubber",,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501304,cellophane (FOODON:03500031),organic material,"A thin, transparent sheet made of regenerated cellulose.",https://en.wikipedia.org/wiki/Cellophane,Cellophane is used for food packaging.,,,,Plastic Wrap ,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0002-8844-9165
ENVO:03501305,pliofilm (FOODON:03500032),manufactured plastic,Manufactured plastic consisting of a glossy moistureproof membrane made of rubber hydrochloride.,https://www.merriam-webster.com/dictionary/Pliofilm,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501306,mylar (FOODON:03500026),polyester macromolecule,A polyester film made from stretched polyethylene terephthalate (PET).,https://en.wikipedia.org/wiki/BoPET,,,,BoPET (Biaxially-oriented polyethylene terephthalate),,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501307,ceramic (FOODON:03500038),solid environmental material,"A solid environmental material that is hard, brittle, heat-resistant and corrosion-resistant, made by shaping and then firing a nonmetallic mineral at a high temperature.",https://en.wikipedia.org/wiki/Ceramic,,,,,,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
ENVO:03501308,steel (FOODON:03500044),metallic material,A metallic material which is an alloy of iron with a few percent of carbon.,https://en.wikipedia.org/wiki/Steel,,,,,Alloy,,,,,,2021-03-15T04:00:01.750Z,https://orcid.org/0000-0001-5275-8870
,MIxS food package - food production facility,,,,,,,,,,,,,,,
